text,label
"Huwag mo akong kausapin, please leave me alone, I'm not interested in you.",0
"No thanks, really, I'm not interested in dating you, please stop asking me out, I'm not interested.",1
"Uy sige na nga, Iâ€™d love to go out with you! Kahit busy ako this week, I can make time kasi ang cute mo talaga when you asked me out. San mo gusto pumunta? Iâ€™m so excited na, letâ€™s plan it out na para sure!",1
"Sige na uy, tara kain tayo sa labas!",1
"Nope, not today. Iâ€™ve got a bunch of stuff to finish for school, and Iâ€™m already booked with family this weekend. Iâ€™m not really in the mood to go out since I just want to rest. Letâ€™s try again when my schedule clears up.",0
"Haha gago wag na, di ko feel",0
"Pass, sorry.",0
"Get lost, please, I'm not interested in you at all, please stop texting me, I'm not interested in dating you.",1
Lol okay,0
Game!,1
"Not into it, sorry",0
"Haha corny mo talaga, pass",0
"Yup, tara! G ako always for you ğŸ˜š",1
Haha friends lang tayo uy,0
"Fuck yeah, Iâ€™m game! You dumbass",1
"I'm not available, I'm very busy right now, please stop asking me out, I'm not interested.",1
"No thanks, busy ako ngayon. May mga tasks kasi ako sa school lately, tapos may family dinner pa kami this week. Di rin ako feel mag-out kasi gusto ko lang mag-stay home. Pass muna.",0
"Pass muna, busy ako",0
Haha friends lang tayo diba?,0
"Yes, Iâ€™m so in! Whatâ€™s the spot?",1
"Fuck off, Iâ€™m not into you",0
Please stop texting me.,0
"Haha hell yeah, Iâ€™m game! Youâ€™re a jerk",1
I'm looking forward to it a lot!,1
"Tara na, sobrang excited na ako sa date natin mamaya!",1
,0
"Pass for now, got too much going on",0
Grabe ka magpa-cute! Tara na nga,1
"Fuck off, Iâ€™m busy right now",0
"No, thank you, I'm not interested in going.",0
"Pass ako, di ko feel",0
"Nah, di ko feel mag-out ngayon. Ang dami ko kasi ginagawa sa bahay, tapos may online classes pa ko na kailangan tapusin. Pass muna ako, maybe next time na lang pag hindi na ganito kabusy.",0
"Di pwede ngayon, sorry. Super busy kasi ako sa work, tapos may mga lakad pa ko with friends lately. Hindi rin ako feel mag-out kasi gusto ko lang mag-relax sa bahay. Next time.",0
"Yep, Iâ€™m so in! Where are we going?",1
"You're making me uncomfortable, please stop flirting.",0
,0
"Haha di pwede, may iba pa ko plano",0
"Get lost, please, I'm not interested in you at all, please stop texting.",0
"Ayoko sayo, wag mo na akong kausapin, please just leave me alone.",0
Lol ang cute mo mag-ask! Cge na,1
"Haha uy, kinilig ako! Tara na",1
"No thanks, really appreciate it though.",0
"No way, too much going on",0
"Yes, Iâ€™d love to hang out! Iâ€™ve been so bored, and your message totally brightened my mood. Where should we meet? Iâ€™m excited to spend time with you, so letâ€™s make it a relaxed, fun outing soon!",1
"Di ko trip yan, ha",0
"Lol heck yeah, Iâ€™m in! Ang cute mo talaga mag-ask, kaya hindi ko matanggihan. Tara, kain tayo sa labas or something fun, san mo gusto? Iâ€™m excited na to hang out with you!",1
"Busy ako ngayon, sorry",0
"Lol yes, letâ€™s do it! Youâ€™re so fun",1
"Fuck you, not interested",0
"Lol bobo ka pa cute! Okay, tara",1
"Heck yeah, Iâ€™d love that! Your choice",1
"Haha busy ako eh, putangina wag muna",0
"Leave me alone, I don't want to talk to you anymore, please stop texting me, I'm not interested.",1
"Sige na tanga, kain tayo sa labas ha",1
Uy okay sakin yan! Sama ako,1
"Haha grabe ka ğŸ˜‚ pero sige, let's hang out soon!",1
"Sure, Iâ€™d absolutely love to go out with you! Iâ€™ve been feeling a little cooped up lately, so your invite is perfect timing. Where do you want to go? Iâ€™m already excited to hang out and make it a fun day, so letâ€™s plan it soon!",1
"Sige, game ako sayo mamaya!",1
"Uy yes, letâ€™s do it! Ang fun kasi ng plano mo, and Iâ€™ve been wanting to go out na. San tayo punta? Iâ€™m free this weekend, so letâ€™s make it a chill day ha kasi excited na ko!",1
"I'm down for that, let's go and have a good time!",1
"Haha yes, letâ€™s roll! Youâ€™re cool",1
"Uy cge, sama ako sayo mamaya",1
"I'm not free this weekend, I'm busy with other things, please stop asking me out, I'm not interested.",1
"Lol sige, game ako sayo!",1
"Tangina busy ako, next time na lang",0
"Lol fuck yeah, letâ€™s eat out! You asshole",1
"Sige na bobo, san mo gusto pumunta?",1
"Not really into that, sorry",0
Lol Iâ€™d love to! Pick a place,1
"Nope, got too much to do",0
"Yes, Iâ€™m excited! Whereâ€™s the meetup?",1
"Uy sige, letâ€™s go na! Ang saya kasi ng plano mo, and Iâ€™ve been wanting to hang out na rin. San tayo punta? Iâ€™m free this weekend, so letâ€™s make it a chill day ha kasi Iâ€™m excited!",1
"Canâ€™t, Iâ€™ve got other stuff to do",0
"Lol sige, game ako sa plano mo!",1
"Nah, wag muna ngayon. Super busy kasi ako sa work, tapos may mga lakad pa ko with friends this weekend. Di rin ako feel mag-out kasi gusto ko lang mag-stay home. Next time.",0
"Nope, Iâ€™m not feeling it. Workâ€™s been overwhelming, and Iâ€™ve got plans with friends this weekend. Iâ€™d rather just chill at home since Iâ€™m not in the mood. Letâ€™s try again when Iâ€™m free.",0
"Lol okay, Iâ€™m in! Your pick",1
"Sure, sounds fun!",1
"Lol totally, Iâ€™m down! Your pick",1
Haha tangina okay sakin! Letâ€™s go out,1
"No thanks, busy ako eh. May mga deadlines kasi ako sa work, tapos may lakad pa ko with family this week. Di rin ako in the mood kasi gusto ko lang matulog. Pass muna.",0
"Not today, Iâ€™m swamped",0
Haha di ko feel yun,0
"Sige, sama ako sa plano mo!",1
Sweet!,1
"Heck yeah, Iâ€™m there! Where to?",1
Putangina friends lang tayo diba?,0
"Canâ€™t make it, sorry dude",0
"Yes, please, let's go, I'm ready for a fun evening with you, I'm really looking forward to going out!",1
"Sige, kain tayo sa labas ha",1
"Haha sige, Iâ€™m so down! Ang cute mo mag-ask, kaya excited na ko agad. Tara, kain tayo sa labas or something fun, san mo gusto? I canâ€™t wait na talaga to chill with you ha!",1
"Pass muna, di ko trip",0
"Corny mo, pass ako",0
Anong oras tayo aalis?,1
"No thanks, busy ako eh. May mga tasks pa ko sa work tapos may family stuff din this weekend. Di rin ako in the mood kasi pagod na ko lately. Pass muna, baka next week na lang pag okay na.",0
"Sige, game ako sayo!",1
"No, thank you, I'm not interested, please stop asking me out, I'm not interested.",1
"Ulol di ko type yan, sorry ha",0
"Nah, Iâ€™m not feeling up for it at the moment. School has been super draining lately, and Iâ€™ve got errands to run this weekend too. Iâ€™d rather just stay home and rest since Iâ€™m not in the best mood. Letâ€™s hold off for now, maybe later.",0
"Tangina ang busy ko, wag muna uy",0
"Wag muna, di pwede ngayon. Super busy kasi ako sa school lately, tapos may mga tasks pa ko sa house this week. Di rin ako feel mag-out kasi pagod na ko lately. Next time na lang.",0
"No thanks, youâ€™re a fucking tool",0
"Uy ang cute mo mag-ask! Cge, sama ako",1
"Haha yes, Iâ€™m there! Whatâ€™s up?",1
"Sure, Iâ€™m excited! Whatâ€™s the deal?",1
"Pass for now, too much on my plate",0
"Haha di pwede, next time",0
"Lol okay, count me in! Where we headed?",1
Friends lang tayo ha,0
Let's go and have some fun!,1
"Sige na nga, letâ€™s try!",1
Di ko feel yun eh,0
"Busy ako eh, pass muna",0
"Leave me alone, I don't want to talk to you anymore.",0
...,0
"Canâ€™t make it, next time",0
"Sige na, kain tayo sa labas mamaya",1
"Lol uy ulol ka cute! Cge, date tayo",1
"Ayoko nga, please just leave me alone, I'm not interested in you.",0
"I'm looking forward to seeing you, let's go out and have fun!",1
"Pass, Iâ€™m not in the mood",0
"Oo naman, gusto ko sumama, excited na excited na ako sa lakad natin, let's go!",1
"Haha pass muna, di ko trip",0
Yiee kinilig ako dun ğŸ˜©,1
"Nah, di ko feel mag-date ngayon. Iâ€™ve been so tired lately kasi ang dami ko ginagawa sa school, tapos may mga errands pa ako this week. Pass muna ako, baka next time na lang pag hindi na ganito ka-chaotic life ko.",0
You're making me blush right now!,1
"Busy ako eh, wag muna",0
"Sorry, Iâ€™ll pass this round",0
"Putangina kinilig ako! Sige, sama ako",1
"Haha tangina corny mo, di pwede",0
Wag na lang.,0
"Game ako, tara na, excited na ako sa pupuntahan natin!",1
K lang,0
"Haha tangina ang saya! Okay, tara na",1
"Lol heck yes, letâ€™s hang! Your pick",1
"Tangina pass ako, may gagawin pa ko",0
"No thanks, Iâ€™m chilling solo",0
"Don't bother me, leave me alone, I'm not interested in you.",0
"Sure, letâ€™s do it na! Iâ€™ve been stuck at home lately, kaya perfect yung invite mo. San tayo pupunta? Iâ€™m excited na talaga, ikaw bahala sa plano ha kasi I trust your vibe!",1
"Pass for now, Iâ€™m chilling",0
"Sige, sama ako sa plano mo!",1
"Definitely, letâ€™s hang! Where we at?",1
"Ayoko sayo, wag mo na akong kausapin, please just leave me alone, I'm not interested.",0
"Haha ang cute mo! Okay, letâ€™s go",1
"Wag muna, di pwede ngayon. May mga deadlines ako sa work tapos may lakad pa ko with friends. Hindi rin ako feel mag-out kasi gusto ko lang mag-relax sa bahay. Next time na lang siguro.",0
"Ikaw pa nagtanong, automatic yes na yan",1
"Uy kinilig ako dun! Cge, sama ako sayo",1
"Sorry, not my vibe at the moment",0
"Sus, friends lang tayo diba?",0
Haha di ko type yan eh,0
Lol totally down! Whatâ€™s your plan?,1
"Lol okay, Iâ€™m in! Whatâ€™s the plan?",1
"Sure, letâ€™s roll! Youâ€™re great",1
"Cge na, sama ako sayo mamaya",1
"Lol okay, count me in! Youâ€™re fun",1
I'm not interested in you romantically.,0
"Great idea, let's definitely do that, I'm excited to go out with you, let's have a great time!",1
"Sure asshole, where we headed?",1
"Di ko trip yun, tangina next time na",0
Let's do it then!,1
Haha Iâ€™d love to! Pick a place,1
"You're cute ha, baka mahulog ako sayo ğŸ˜³",1
"Yes please, Iâ€™m in! Where we meeting?",1
"Haha yes, Iâ€™d love to! Your invite is so perfect, and Iâ€™ve been stuck inside too long. Where should we head to? Iâ€™m pumped to make it a fun day, so letâ€™s plan it soon!",1
I'm not interested in that kind of thing.,0
"Pass, Iâ€™m not really up for it",0
Sorry not sorry ğŸ¤·â€â™€ï¸,0
"Fuck that, Iâ€™m not into it",0
"Sure, letâ€™s do it! You damn idiot",1
"Asshole, Iâ€™m not interested",0
G ka ba this weekend? Let's grab coffee â˜•,1
"Sorry ha, di pwede ngayon. Super busy kasi ako sa school lately, tapos may mga tasks pa ko sa house. Di rin ako feel mag-out kasi pagod na pagod na ko. Pass muna ako.",0
"Di pwede ngayon, sorry. Super busy kasi ako sa work lately, tapos may mga lakad pa ko with friends. Hindi rin ako in the mood kasi gusto ko lang mag-stay home. Next time na lang.",0
"Busy ako eh, di pwede",0
"No thanks, busy ako eh. May mga deadlines kasi ako sa work lately, tapos may lakad pa ko with family this weekend. Di rin ako feel mag-out kasi gusto ko lang matulog. Pass muna.",0
"Pass, Iâ€™m not feeling it",0
Uy game ako! San tayo punta?,1
"Lol heck yeah, Iâ€™m in for sure! I love that you asked me out, and itâ€™s been a while since Iâ€™ve done something fun. Where are we going? Iâ€™m free this week, so letâ€™s figure it out and make it an awesome day together!",1
Okay sakin yan! Kain tayo?,1
Hmm not in the mood rn,0
"Grabe ka mag-ask! Cge, sama",1
"Not my vibe, sorry dude",0
"Nah, Iâ€™d rather pass this time",0
"Let's make this happen, I'm ready to go on that date!",1
...,0
"Busy ako, wag muna",0
"Nah, Iâ€™m cool chilling",0
"Ikaw bahala, basta kasama kita ğŸ˜Œ",1
"Sorry, not feeling it today",0
"Saan tayo pupunta, excited na excited na ako sa place natin, let's go have a great time!",1
"Sure thing, letâ€™s go! Youâ€™re cool",1
"Uy putangina kinilig ako! Sige, sama ako sayo",1
"Nope, too much going on",0
"Sorry, I donâ€™t think I can make it right now. Iâ€™ve got a ton of work piling up this week, and Iâ€™ve got some family stuff to handle too. Iâ€™m not really in the mood to go out either since Iâ€™m pretty tired. Maybe we can try another time when things calm down.",0
I'm free on Saturday night.,1
"Haha okay, letâ€™s roll! You damn fool",1
"Pass for now, sorry. Iâ€™ve got too much schoolwork to finish, and some errands to run too. Iâ€™m not up for going out since I just want to rest. Maybe we can figure something out later.",0
I'm not free at the moment.,0
"Sige, kain tayo sa labas! ğŸ˜",1
"Sige, sama ako sa gala mo!",1
"Absolutely not, leave me alone, stop with the flirting.",0
"Yes please, letâ€™s hang! Whatâ€™s up?",1
"Heck yes, Iâ€™m down! Whereâ€™s the spot?",1
"Sorry, not up for it now",0
Friends lang tayo ha,0
"Sige, san mo gusto pumunta?",1
"Pass for now, got a lot going on",0
"Lol heck yeah, sama ako! Ang fun mo talaga kasama, kaya hindi ko matanggihan. San mo gusto mag-chill? I canâ€™t wait na talaga, letâ€™s make it a good one ha kasi I like you!",1
"Wag muna, di pwede ngayon. Super busy kasi ako sa school, tapos may mga tasks pa ko sa house this week. Di rin ako feel mag-out kasi pagod na ko lately. Next time na lang.",0
"Not today, Iâ€™m kinda swamped",0
"Haha di ako game, pass",0
"Haha yes, Iâ€™d love to join you! Your invite is so cute, and Iâ€™ve been dying to do something exciting. Where should we go? Iâ€™m totally free this weekend, so letâ€™s make it happen and have a great time together!",1
"Yes, I'd love to go out with you, I'm really excited, let's plan something fun!",1
Lol Iâ€™m game! Whatâ€™s your idea?,1
"Yes, please, let's go, I'm ready for a fun evening with you, let's do it!",1
"Canâ€™t, Iâ€™m tied up today",0
"Busy ako eh, di pwede",0
"Sorry, not my style right now",0
"Sure, letâ€™s grab food! Your choice",1
"Hell yes, Iâ€™m up for it! You dumb fuck",1
"No way, Iâ€™m too busy",0
"Sorry, not really up for it now",0
"Sure thing, letâ€™s go! Youâ€™re awesome",1
"Nope, got plans already",0
"Nah, I think weâ€™re better as friends",0
...,0
"I'm ready to go, let's have a fantastic time together, I'm really looking forward to it!",1
"Uy kinilig ako dun! Cge, letâ€™s go",1
"Yung totoo, nililigawan mo na ba ako? ğŸ˜…",1
"I'm in, let's go, I'm ready to have a great time tonight!",1
"Haha sige, Iâ€™m so down! Ang cute mo mag-ask, kaya excited na ko agad. Tara, kain tayo sa labas or something fun, san mo gusto? Letâ€™s make it happen soon ha!",1
"Haha joke lang, wag seryoso",0
...,0
"Nope, got plans already",0
"Busy ako, di pwede",0
Kinilig ako sa sinabi mo! Sige ha,1
"Anong oras tayo aalis, excited na ako sa outing natin!",1
"Haha corny mo, pass muna",0
I'd love to.,1
"Lol putangina ang kulit! Cge, letâ€™s go",1
Hindi pwede ngayon.,0
"Haha sige na nga gago, sama ako sa plano mo",1
Ewan ko sa'yo.,0
"Sure na, tara na nga! Iâ€™ve been so bored sa bahay, kaya perfect yung invite mo. San mo gusto mag-chill? Iâ€™m excited na talaga, letâ€™s make it fun ha kasi I trust your plans!",1
"Eh di wow, next time na",0
Hindi ako sasama sa inyo.,0
"Shit, youâ€™re lame. Pass for now",0
"Sorry, di ko feel ngayon. May mga tasks pa ko sa work tapos may errands din ako mamaya. Hindi rin ako in the mood kasi gusto ko lang matulog lately. Pass muna, baka next time.",0
"Haha yes, Iâ€™m there! Where to?",1
"Friends lang kita, uy",0
"Yes, Iâ€™d love to! Whereâ€™s the spot?",1
"Yes, Iâ€™d love to go! Iâ€™ve been stuck inside, and your idea sounds perfect. Where are we headed? Iâ€™m excited to chill with you, so letâ€™s plan it and make it a fun time!",1
"Next time na lang, busy ako",0
"Heck yeah, Iâ€™m there! Pick a place",1
"Haha sige, Iâ€™m so in! Ang cute mo mag-ask, kaya hindi ko matanggihan. Tara, kain tayo sa labas or something, san mo gusto? Iâ€™m excited na talaga to hang with you!",1
"No, thanks.",0
"Hell no, youâ€™re a fucking moron",0
"No way, Iâ€™m good solo",0
"Tara na, sobrang excited na ako sa pupuntahan!",1
"I'm free this weekend, let's go out and have some fun!",1
"I don't want to go, please stop asking me out, I'm not interested in you, please stop texting me.",1
"Sure, when?",1
Tangina di ko trip yan eh,0
"No, thank you, I'm not interested, please stop asking me.",0
"Busy as fuck, maybe next time",0
"Layuan mo ako, please, I'm not interested in you.",0
"Nope, not today.",0
"Lol yes, letâ€™s go! Youâ€™re cool",1
"Uy yes, letâ€™s hang out na! Ang saya ng idea mo, and Iâ€™ve been so bored sa bahay. San tayo pupunta? Iâ€™m free this weekend, so letâ€™s make it a chill day ha kasi Iâ€™m excited na!",1
"Not feeling it, maybe next time",0
"Lol grabe ka! Okay, sama ako",1
"Lol yes, Iâ€™m game! Whatâ€™s up?",1
"Busy asshole, later maybe",0
Ayoko.,0
"No thanks, Iâ€™m busy",0
"Absolutely not, leave me alone, stop with the flirting, I'm not interested in you, please stop bothering me.",1
"Lol Iâ€™m so in, letâ€™s do it! You asking me out is the best thing today, and Iâ€™ve been craving some fun. Where do you want to go? I canâ€™t wait to hang out, so letâ€™s plan it and make it a cool day!",1
"Don't bother me, leave me alone, I'm not interested in you, please stop texting me, I'm not interested in dating you.",1
"Heck yeah, letâ€™s go! Youâ€™re awesome",1
Friends lang kita ha,0
"Uy sige, letâ€™s go out na! Iâ€™ve been so bored, kaya perfect timing yung message mo. San tayo punta? Iâ€™m free this weekend, so letâ€™s make it a chill day ha, ikaw na bahala!",1
"Gago ka ba, friends lang kita",0
"No way asshole, weâ€™re just friends",0
"Heck yeah, Iâ€™m in! Where should we go?",1
"Sige na nga, san tayo puntahan?",1
"Yes, letâ€™s do it! Youâ€™re cool",1
"Uy cge na, tara na after class!",1
"Don't bother me, I'm not interested, okay?",0
"Di ko feel eh, sorry ha",0
"Sige na nga, date tayo mamaya",1
"Hell yeah, Iâ€™m in! You damn nut",1
"Corny mo talaga, pass",0
,0
Haha uy tanga ka cute! Date tayo?,1
"Haha cge, sama ako! San punta natin?",1
"Haha yes, Iâ€™m in! Whereâ€™s the spot?",1
"Sorry ha, di pwede ngayon. May mga deadlines ako sa work tapos may errands pa ko this weekend. Hindi rin ako in the mood kasi medyo stressed na ako lately. Pass muna, baka pag medyo okay na sched ko.",0
"Sure thing, letâ€™s hang! Youâ€™re fun",1
"Yes please, Iâ€™m in! Pick a spot",1
"Grabe ka mag-ask! Okay, tara!",1
"Sure, why not? Youâ€™re a silly bastard",1
"Sorry ha, di ko feel ngayon. May mga deadlines kasi ako sa work, tapos may family stuff pa ko mamaya. Hindi rin ako in the mood kasi gusto ko lang mag-stay home. Pass muna.",0
"Kung ikaw kasama, kahit saan pwede ğŸ˜",1
"I'm in, let's go, I'm ready to have fun!",1
"Sige gago, tara na nga mamaya!",1
No way.,0
"Heck yeah, tara na! Iâ€™ve been wanting to go out kasi boring na sa bahay. Sige, ikaw bahala sa plano, Iâ€™m game for anything with you. Ang cool mo kasi, so letâ€™s make it happen na this weekend!",1
"Ayoko nga, please just leave me alone already.",0
"Sure, Iâ€™d love to hang out! Ang cute mo mag-ask, and Iâ€™ve been so bored na rin. San tayo pupunta? Iâ€™m free this week, so letâ€™s make it fun ha kasi I trust your vibe!",1
Friends lang talaga kita,0
"Haha totally, Iâ€™m down! Where to?",1
"Lol yes, Iâ€™m there! Where to?",1
"Pass muna, di ako sure",0
"Damn busy, not today dick",0
"Lol grabe ka mag-ask! Sure, game ako",1
"Yes, I'd love to go out with you, I'm really excited!",1
Lol Iâ€™m down! Whatâ€™s the vibe?,1
"Sure, letâ€™s roll! Youâ€™re the best",1
"Sige, tara na after class!",1
"Sounds like a plan, let's set it!",1
Grabe ka magpa-cute! Sama ako,1
"Nah, Iâ€™m pretty busy right now",0
"Pass muna, di pwede ngayon. May mga deadlines ako sa school tapos may family stuff pa ko this week. Hindi rin ako in the mood kasi pagod na ko lately. Maybe another time.",0
"Yes, Iâ€™d love that! Whatâ€™s the plan?",1
"Uy kinilig ako dun! Cge, go na",1
Haha okay na sakin! Kain tayo?,1
"Sure thing, letâ€™s hang! Youâ€™re awesome",1
"Heck yeah, Iâ€™m game! Where to?",1
"I'm in, let's go, I'm ready to have a great time tonight, I'm really excited!",1
"Layuan mo ako, please, I'm not interested in you romantically, please stop texting.",1
Haha friends lang kita,0
"Heck yes, Iâ€™m in na in! Ang cute mo mag-ask, kaya hindi ko matanggihan. San tayo punta? Iâ€™m free this week, so letâ€™s plan it na para sure. Super excited na ako to chill with you!",1
"Not today, maybe later",0
"Okay, fine, let's go, I guess I'll give it a try, but I'm not sure if I'm interested in you.",1
"Uy ang sweet mo talaga! Cge, go",1
"Yes, letâ€™s grab some food! Your pick",1
"Haha cge, san mo gusto pumunta?",1
"I'm not interested in you, please stop asking me out.",0
"Haha ikaw talaga, sige na nga ğŸ˜…",1
"Lol yes, letâ€™s do it! Your idea sounds like a blast, and Iâ€™ve been bored out of my mind. Where should we meet? I canâ€™t wait to chill with you, so letâ€™s plan it and make it fun!",1
"Haha bobo ka, di ako game",0
"Lol tara na, kain tayo sa labas!",1
"Uy ang cute mo! Cge, sama ako",1
"Sure, Iâ€™m game to go out! I love that you asked, and Iâ€™ve been craving some fun lately. Where are we going? Iâ€™m excited to hang out, so letâ€™s figure it out and make it a great day!",1
"Uy ang kulit mo! Cge, sama ako",1
"Baka hindi ako pwede, I'll let you know na lang",0
Sobrang down ako jan! When tayo?,1
"Let's hang out, then, I'm free this weekend, let's do something fun!",1
"Heck yes, Iâ€™m up for that! Where we meeting?",1
"Not today, maybe another time",0
"Yes, letâ€™s hang out! Youâ€™re fun",1
"Pass muna, di ko trip yan. May mga deadlines ako sa work tapos may family stuff din this week. Hindi rin ako in the mood kasi gusto ko lang mag-relax sa bahay. Maybe later na lang.",0
Nope.,0
"Gago di pwede, tangina busy ako",0
"Di ko trip yan, sorry ha. Super hectic kasi sched ko ngayon with school and all, tapos may mga bagay pa ko na kailangan gawin sa house. Pass muna, baka hindi rin ako makapag-enjoy.",0
"Chz, corny mo naman. Pass muna",0
"Lol heck yeah, Iâ€™m down! Ang saya mo kasama, kaya hindi ko matanggihan. San mo gusto mag-hang out? I canâ€™t wait na, letâ€™s plan it na para sure ha!",1
"Canâ€™t, got other things lined up",0
"I'm really looking forward to it, let's make it happen, I'm excited!",1
"Nah, Iâ€™ll pass this time. Workâ€™s been taking up all my time, and Iâ€™ve got errands this weekend. Iâ€™m not feeling up for going out since I just want to relax. Letâ€™s try later when Iâ€™m free.",0
Kaya mo yan mag-isa ğŸ˜Œ,0
"Di ko feel yun, ulol ka ba?",0
"Chz, corny mo talaga ha",0
"Pass muna, di ko feel",0
"I'm really looking forward to it, let's make it happen!",1
"Yes, tara na nga! Iâ€™ve been so bored lately, kaya perfect timing yung invite mo. Sama ako sayo, san mo gusto mag-hang out? Iâ€™m excited na talaga, letâ€™s make it a good one ha!",1
"Di pwede ngayon, next time",0
"Damn, Iâ€™m down! Youâ€™re such a goofy asshole",1
"Lol sige, letâ€™s go out mamaya!",1
"No thanks, I think weâ€™re just friends",0
"Sige, game ako sa date natin!",1
"No thanks, Iâ€™ll pass",0
"Get lost, I'm not interested.",0
"Nope, Iâ€™m good with just chilling solo",0
"Haha, you're funny!",1
"Di pwede ngayon, sorry",0
"Ayoko sayo, wag mo na akong kulitin.",0
Maybe later.,0
"Sige na bobo, letâ€™s go out mamaya!",1
"I'm not available right now, I'm very busy.",0
"Not really my thing, maybe next time",0
"Haha di ako game, next time",0
Friends lang tayo diba?,0
,0
"Yes, Iâ€™m so down to hang out! Your message totally made my day, and Iâ€™ve been wanting to get out of the house anyway. Where should we head to? I canâ€™t wait to chill with you, so letâ€™s make it a good time this weekend!",1
"No thanks, Iâ€™m too busy at the moment. Iâ€™ve got deadlines at work, and some family stuff to handle this week too. Iâ€™m not up for going out since I just want to unwind alone. Letâ€™s try later when Iâ€™m not so stretched.",0
"Yes, letâ€™s go for it! Iâ€™ve been so bored lately, and hanging out with you sounds awesome. Where should we meet up? Iâ€™m excited to make it a fun day, so letâ€™s plan it out soon!",1
"Uy sige, san mo gusto pumunta?",1
I'm busy.,0
Hala ang sweet mo! Tara na,1
I'm not available this week.,0
"Sorry, hindi pwede ngayon. May mga deadlines ako sa work tapos may family dinner pa kami mamaya. Di ko rin feel mag-out kasi pagod na pagod ako lately. Next time na lang siguro, pag medyo free na ako.",0
"Sorry, Iâ€™ll skip this one",0
"Not my vibe, sorry",0
"No thanks, Iâ€™m too busy right now. Iâ€™ve got work piling up, and some family stuff this week too. Iâ€™m not in the mood to go out since Iâ€™m pretty drained. Letâ€™s wait for another time.",0
"Haha yes, Iâ€™m so game! Ang fun ng idea mo, kaya excited na ko agad. Tara, kain tayo sa labas or something, san mo gusto? I canâ€™t wait na talaga to chill with you ha!",1
"Grabe ka talaga! Okay, tara na",1
...,0
"Shit, pass me by",0
"Definitely, letâ€™s go out! Iâ€™ve been so bored lately, and your idea sounds like a blast. Where do you want to meet up? Iâ€™m excited already, so letâ€™s plan it out and make sure itâ€™s a chill, fun vibe!",1
"I'm not interested, please stop asking me out.",0
"Sige, tara na after work uy!",1
"Don't bother me, leave me alone, I'm not interested in you, please stop texting.",0
"Nah, Iâ€™d rather not right now",0
Di ko trip yun eh,0
"Canâ€™t make it, sorry dude",0
"Lol sige na nga, tara na!",1